;ISBN 13;Book title;Author;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
10592;9780195156324;Brown V. Board of Education: A Civil Rights Milestone and Its Troubled Legacy;James T. Patterson;320;2002-12-12;3,85;159;24
10593;9780140714586;Henry V;William Shakespeare;121;1999-09-01;3,88;433;39
10594;9781859843307;Hegemony and Socialist Strategy: Towards a Radical Democratic Politics;Ernesto Laclau;200;2001-05-17;3,89;1063;35
10595;9781859846513;On Populist Reason;Ernesto Laclau;276;2005-07-17;4,04;208;11
10596;9781859842782;Contingency  Hegemony  Universality: Contemporary Dialogues on the Left;Judith Butler;329;2000-07-17;3,92;707;18
10597;9780199210701;The Meaning of Life;Terry Eagleton;187;2007-05-01;3,5;755;94
10598;9780631233602;Sweet Violence: The Idea of the Tragic;Terry Eagleton;348;2002-09-27;4,0;85;8
10599;9781405117074;The English Novel: An Introduction;Terry Eagleton;376;2004-08-06;3,77;101;10
10600;9780596527082;MySQL Cookbook;Paul DuBois;980;2006-12-04;4,0;126;8
10601;9780596003067;High Performance MySQL: Optimization  Backups  Replication & Load Balancing;Jeremy D. Zawodny;304;2004-04-18;4,23;403;17
10602;9780552152167;Not Without My Daughter;Betty Mahmoody;528;2004-07-05;4,1;19790;1042
10603;9780679762096;Aman: The Story of a Somali Girl;Virginia Lee Barnes;368;1995-08-29;3,77;549;46
10604;9780060543525;Amanda's Story (The Girls of Lighthouse Lane #4);Thomas Kinkade;208;2006-03-14;4,04;4;0
10605;9780060543495;Lizabeth's Story (The Girls of Lighthouse Lane #3);Thomas Kinkade;192;2005-10-18;3,96;24;0
10606;9780060014315;Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline;Barbara Coloroso;352;2002-08-20;4,19;1215;129
10607;9780060952433;Creating a Life Worth Living;Carol Lloyd;336;1997-08-02;4,02;353;24
10608;9781564775009;Happy Endings: Finishing the Edges of Your Quilts;Mimi Dietrich;80;2013-06-04;4,25;24;3
10609;9781886968059;Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy;Rebecca Coffey;226;2005-04-01;4,25;12;0
10610;9780373511624;Year's Happy Ending;Betty Neels;216;2001-09-24;3,97;134;14
10611;9780385239547;Trail of Tears: The Rise and Fall of the Cherokee Nation;John Ehle;424;1997-09-22;4,15;3166;152
10612;9780679890522;The Trail of Tears;Joseph Bruchac;48;1999-09-21;3,91;170;31
10613;9780007165162;Are You Afraid of the Dark?;Sidney Sheldon;401;2005-07-01;3,66;23924;681
10614;9780446354738;Nothing Lasts Forever;Sidney Sheldon;384;1995-09-01;3,84;26040;614
10615;9780006178736;Rage of Angels;Sidney Sheldon;512;1999-08-03;3,93;30283;860
10616;9780743456869;He Sees You When You're Sleeping;Mary Higgins Clark;230;2002-11-01;3,79;477;31
10617;9780671014919;My Gal Sunday;Mary Higgins Clark;206;2003-02-01;3,57;5355;183
10618;9780743484312;We'll Meet Again;Mary Higgins Clark;234;2004-02-02;3,85;8892;260
10619;9780671027124;All Through the Night;Mary Higgins Clark;256;1999-10-01;3,7;6332;224
10620;9780671519186;The Night Awakens: A Mystery Writers of America Anthology;Mary Higgins Clark;303;2000-02-01;3,51;162;13
10621;9781416507772;Where Are the Children?;Mary Higgins Clark;304;2005-07-01;4,02;39738;969
10622;9780743412629;The Second Time Around;Mary Higgins Clark;373;2004-04-01;3,75;7472;296
10623;9780671004545;You Belong To Me;Mary Higgins Clark;384;1999-04-01;3,87;20843;421
10624;9780671046248;Stowaway and Milk Run: Two Unabridged Stories From Mary Higgins Clark;Mary Higgins Clark;0;1999-12-01;3,49;64;2
10625;9780739447345;The Christmas Thief (Regan Reilly Mysteries  #9);Mary Higgins Clark;253;2004-01-01;3,61;12;2
10626;9780743206051;Kitchen Privileges: A Memoir;Mary Higgins Clark;208;2002-11-19;3,84;1756;255
10627;9780671888589;I'll Be Seeing You;Mary Higgins Clark;307;1994-05-01;3,81;14904;291
10628;9780743448949;Mount Vernon Love Story: A Novel of George and Martha Washington;Mary Higgins Clark;254;2003-06-01;3,62;3914;495
10629;9780393306231;Inventing the People: The Rise of Popular Sovereignty in England and America;Edmund S. Morgan;320;1989-09-17;3,78;106;4
10630;9780300101621;Benjamin Franklin;Edmund S. Morgan;352;2003-08-11;3,87;1476;84
10631;9780393324945;American Slavery  American Freedom;Edmund S. Morgan;464;2003-10-17;4,11;3008;83
10632;9780321478061;The Puritan Dilemma: The Story of John Winthrop;Edmund S. Morgan;210;2006-10-01;3,41;551;58
10633;9780060598969;Thomas Jefferson: Author of America;Christopher Hitchens;188;2005-05-31;3,91;2319;221
10634;9781859842843;No One Left to Lie to: The Values of the Worst Family;Christopher Hitchens;150;2000-07-17;3,86;1433;157
10635;9781859840542;The Missionary Position: Mother Teresa in Theory and Practice;Christopher Hitchens;98;1997-04-17;4,06;7240;571
10636;9781859843833;Unacknowledged Legislation: Writers in the Public Sphere;Christopher Hitchens;430;2002-01-01;4,01;211;16
10637;9780860916284;For the Sake of Argument: Essays and Minority Reports;Christopher Hitchens;368;1994-09-17;4,16;221;9
10638;9781859843987;The Trial of Henry Kissinger;Christopher Hitchens;161;2002-06-17;3,96;2614;187
10639;9780452284982;A Long Short War: The Postponed Liberation of Iraq;Christopher Hitchens;112;2003-06-03;3,75;371;24
10640;9781859843406;Blaming the Victims: Spurious Scholarship and the Palestinian Question;Edward W. Said;296;2001-09-17;4,22;166;7
10641;9781859847862;Unacknowledged Legislation: Writers in the Public Sphere;Christopher Hitchens;432;2001-03-17;4,01;24;4
10642;9781883477370;1968: War and Democracy;Eugene J. McCarthy;246;2000-09-23;4,5;2;1
10643;9780141185163;Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell;George Orwell;416;2001-05-03;4,14;211;16
10644;9780809078677;Prepared for the Worst: Selected Essays and Minority Reports;Christopher Hitchens;365;1988-11-01;4,02;164;7
10645;9781590171103;Hons and Rebels;Jessica Mitford;284;2004-09-30;4,13;2999;200
10646;9783462032178;Alles ist erleuchtet;Jonathan Safran Foer;384;2003-02-20;3,9;39;4
10647;9780345483171;How to Be Lost;Amanda Eyre Ward;290;2005-08-30;3,54;6176;675
10648;9781556434242;The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness;Theodore Sturgeon;400;2002-09-05;4,42;141;11
10649;9781932416237;Surviving Justice: America's Wrongfully Convicted and Exonerated;Scott Turow;489;2005-11-04;4,29;264;32
10650;9781932416121;McSweeney's #14;Dave Eggers;306;2004-09-27;3,73;334;21
10651;9780241142462;The Best of McSweeney's  Vol. 2;Dave Eggers;384;2005-08-25;3,81;68;5
10652;9782290328248;Une oeuvre déchirante d'un génie renversant;Dave Eggers;536;2003-04-10;3,68;4;0
10653;9781590170700;The Tenants of Moonbloom;Edward Lewis Wallant;264;2003-11-30;3,88;520;78
10654;9781932416381;McSweeney's #18;Dave Eggers;200;2005-12-08;3,72;407;31
10655;9781932416480;McSweeney's #19;Dave Eggers;250;2006-04-10;3,8;305;15
10656;9781932416015;McSweeney's #11;Dave Eggers;293;2003-07-01;3,94;171;6
10657;9780141180946;Forty Stories;Donald Barthelme;246;2005-04-07;4,2;2496;123
10658;9780812970036;A Tramp Abroad;Mark Twain;400;2003-10-14;3,86;26;9
10659;9788497597463;Flores en el ático;V.C. Andrews;480;2005-08-30;3,81;1399;220
10660;9780743428675;Black Cat (Gemini  #2);V.C. Andrews;375;2004-10-05;3,76;23;4
10661;9780743449021;Shooting Stars (Shooting Stars  #1-4);V.C. Andrews;656;2002-12-01;3,94;1231;22
10662;9781416530817;Scattered Leaves (Early Spring  #2);V.C. Andrews;416;2007-02-27;3,78;1481;44
10663;9780671039950;Rose (Shooting Stars  #3);V.C. Andrews;185;2001-09-01;3,72;2352;29
10664;9780671039943;Ice (Shooting Stars  #2);V.C. Andrews;208;2001-07-31;3,75;2455;26
10665;9780743428590;Into the Woods (De Beers  #4);V.C. Andrews;464;2003-01-01;3,87;2395;34
10666;9781568950747;Ruby (Landry  #1);V.C. Andrews;402;1994-12-01;3,93;17;0
10667;9780060092726;Criss Cross;Lynne Rae Perkins;337;2005-08-30;3,34;7752;1056
10668;9780971702127;The Criss Cross;Crystal Lacey Winslow;360;2004-08-01;4,2;110;16
10669;9780671039967;Honey (Shooting Stars  #4);V.C. Andrews;180;2001-10-02;3,74;2447;27
10670;9780671020316;Raven (Orphans  #4);V.C. Andrews;192;1999-01-27;3,71;4678;59
10671;9781400000746;Fulgor oculto (Landry  #3);V.C. Andrews;400;2002-01-22;3,89;5;0
10672;9780743457873;Hidden Leaves (De Beers  #5);V.C. Andrews;288;2003-03-01;3,87;2023;26
10673;9780671534677;Music in the Night (Logan  #4);V.C. Andrews;320;1998-03-01;3,85;5554;64
10674;9780671007638;Runaways (Orphans  #5);V.C. Andrews;342;1998-11-01;3,77;5121;78
10675;9781416500506;Child of Darkness (Gemini  #3);V.C. Andrews;400;2005-03-15;3,81;19;4
10676;9783442354566;Die Flucht der Waisen (Die Orphan-Saga  #5);V.C. Andrews;349;2002-03-01;3,77;2;0
10677;9783442552962;Dornen des Glücks (Das Erbe von Foxworth Hall  #3);V.C. Andrews;412;2002-09-01;3,77;5;0
10678;9781582346816;Harry Potter and the Philosopher's Stone (Harry Potter  #1);J.K. Rowling;250;2010-07-01;4,47;11;0
10679;9780747546245;Harry Potter and the Goblet of Fire (Harry Potter  #4);J.K. Rowling;636;2000-07-08;4,56;18754;906
10680;9781416917465;Sun-Kissed (The Au Pairs #3);Melissa de la Cruz;306;2006-05-23;3,86;2720;51
10681;9781416939610;Crazy Hot (The Au Pairs  #4);Melissa de la Cruz;271;2007-05-08;3,94;2501;64
10682;9780689873195;The Au Pairs (The Au Pairs #1);Melissa de la Cruz;294;2005-05-31;3,65;6140;244
10683;9780809230419;Wooden: A Lifetime of Observations and Reflections On and Off the Court;John Wooden;201;1997-04-22;4,45;3429;274
10684;9781593080549;The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories;Robert Louis Stevenson;320;2003-10-01;4,01;857;57
10685;9780441627400;The Once and Future King (The Once and Future King  #1-4);T.H. White;639;1987-06-15;4,07;85082;2921
10686;9780156030939;Rose of No Man's Land;Michelle Tea;320;2007-02-05;3,52;1484;161
10687;9780140178661;The Roses of No Man's Land;Lyn Macdonald;320;1993-09-07;4,26;293;36
10688;9781401204006;The Quitter;Harvey Pekar;104;2006-09-06;3,6;1318;125
10689;9780618718740;The Best American Comics 2006;Harvey Pekar;293;2006-10-01;3,87;1502;124
10690;9780941423649;The New American Splendor Anthology: From Off the Streets of Cleveland;Harvey Pekar;300;1993-01-22;4,21;577;25
10691;9781401212353;American Splendor: Another Day;Harvey Pekar;136;2007-04-07;3,71;349;28
10692;9781581807592;Face Off: How to Draw Amazing Caricatures & Comic Portraits;Harry Hamernik;127;2006-09-27;4,02;67;5
10693;9781594971228;David Boring;Daniel Clowes;128;2005-05-25;3,81;71;2
10694;9781560970705;Lout Rampage!;Daniel Clowes;96;1992-11-01;4,1;177;9
10695;9780811824545;The Campfire Collection: Spine-tingling Tales to Tell in the Dark;Eric B. Martin;176;2000-03-01;3,22;50;6
10696;9780156032117;The People of Paper;Salvador Plascencia;256;2006-11-13;4,09;4154;458
10697;9780373291779;The Gunslinger's Bride (Montana Mavericks: Historicals #1);Cheryl St. John;304;2001-08-24;3,68;137;11
10698;9780743411547;Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2);Linda Lael Miller;393;2001-01-01;4,04;823;40
10699;9781568958125;The Gunslinger (Two Brothers  #2);Linda Lael Miller;179;1999-01-01;4,22;78;1
10700;9780373288564;The Gunslinger;Mary McBride;304;1994-12-23;4,1;17;2
10701;9781569800362;Gunslinger and Nine Other Action-Packed Stories of the Wild West;Ed Gorman;131;1995-03-01;4,25;4;1
10702;9780688039691;Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership;Kenneth H. Blanchard;111;1999-10-20;3,97;2592;123
10703;9780755301942;Atlantic Shift;Emily Barr;406;2005-03-14;3,31;138;12
10704;9781565125605;Water for Elephants;Sara Gruen;335;2007-05-01;4,09;1260027;52759
10705;9780786500734;Something Borrowed;Rebecca Hagan Lee;282;1995-02-01;4,14;38;1
10706;9780373513284;Double-Cross (Athena Force #4);Meredith Fletcher;304;2004-09-24;3,72;38;3
10707;9780425191194;McNally's Alibi (Archy McNally Novels);Vincent Lardo;304;2003-08-05;3,9;221;4
10708;9780425157466;McNally's Puzzle (Archy McNally  #6);Lawrence Sanders;343;1997-02-01;3,85;1569;63
10709;9780425145302;McNally's Caper (Archy McNally  #4);Lawrence Sanders;352;1995-01-01;3,9;1604;49
10710;9780425104279;The First Deadly Sin (Deadly Sins  #2);Lawrence Sanders;628;1987-04-15;4,04;5817;145
10711;9780871881786;First Deadly Sin;Lawrence Sanders;17;1989-07-01;4,04;2;0
10712;9780425103647;The Anderson Tapes (Deadly Sins #1);Lawrence Sanders;336;1987-03-15;3,68;1275;25
10713;9780451412331;A Garden Of Vipers (Carson Ryder  #3);Jack Kerley;400;2007-02-06;3,96;562;37
10714;9780451218292;The Death Collectors (Carson Ryder  #2);Jack Kerley;400;2006-05-02;3,94;1088;78
10715;9780743250412;The Master;Colm Tóibín;339;2005-05-03;3,83;7299;771
10716;9780140149869;The South;Colm Tóibín;240;1992-10-01;3,6;807;92
10717;9780743203319;The Blackwater Lightship;Colm Tóibín;288;2005-06-05;3,87;4421;367
10718;9780330373579;The Sign of the Cross: Travels in Catholic Europe;Colm Tóibín;243;2001-05-04;3,8;23;7
10719;9780918273826;Through the Arc of the Rain Forest;Karen Tei Yamashita;212;1990-07-01;3,9;127;18
10720;9781566890649;Tropic of Orange;Karen Tei Yamashita;268;1997-09-01;3,55;1749;118
10721;9780262510875;Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science);Harold Abelson;657;1996-07-25;4,45;3654;133
10722;9780060723934;Crooked Little Vein;Warren Ellis;288;2007-07-24;3,82;7811;991
10723;9781582406930;Fell;Warren Ellis;128;2007-06-05;4,16;6740;283
10724;9781401202453;Hellblazer: Setting Sun;Warren Ellis;96;2004-10-01;4,2;2583;35
10725;9780785122784;NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want;Warren Ellis;144;2006-09-13;4,16;4119;184
10726;9781401211509;Desolation Jones: Made in England;Warren Ellis;144;2006-10-04;3,93;1767;76
10727;9780785122586;Iron Man: Extremis;Warren Ellis;160;2007-02-14;4,09;10792;290
10728;9781563897566;The Authority  Vol. 2: Under New Management;Warren Ellis;200;2000-11-01;4,15;4146;71
10729;9781413900309;Azumanga Daioh  Vol. 3 (Azumanga Daioh  #3);Kiyohiko Azuma;166;2004-02-17;4,38;2144;19
10730;9780345419620;The Queen of the Damned (The Vampire Chronicles  #3);Anne Rice;448;1997-11-29;3,89;121794;1667
10731;9788878193284;La regina dei dannati;Anne Rice;507;1997-02-01;3,89;333;18
10732;9780345476876;Interview with the Vampire (The Vampire Chronicles  #1);Anne Rice;342;2004-08-31;3,99;433413;7368
10733;9788466620260;Cántico de sangre (Crónicas Vampíricas  #10);Anne Rice;416;2006-07-01;3,72;143;9
10734;9780679410508;Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice);Anne Rice;9;1992-11-17;4,27;10350;120
10735;9780345422408;Merrick (The Vampire Chronicles #7);Anne Rice;370;2001-10-02;3,73;35529;478
10736;9788466617116;La reina de los condenados (Crónicas Vampíricas  #3);Anne Rice;725;2007-01-01;3,89;287;19
10737;9780345397393;The Vampire Companion;Katherine Ramsland;608;1995-08-01;3,94;4829;25
10738;9780345376046;The Feast of All Saints;Anne Rice;570;1992-01-28;3,85;16178;337
10739;9780727853417;Exit to Eden;Anne Rampling;336;1998-04-24;3,58;12646;323
10740;9780345373946;Anne Rice's The Vampire Lestat: A Graphic Novel;Faye Perozich;404;1991-11-30;4,2;70039;138
10741;9788466616201;Entrevista con el vampiro (Crónicas vampíricas  #1);Anne Rice;463;2005-06-01;3,99;1307;93
10742;9780345476883;The Vampire Lestat (The Vampire Chronicles  #2);Anne Rice;481;2004-08-31;4,07;156354;2720
10743;9788466630030;El Mesías: El niño judío;Anne Rice;352;2007-05-28;3,58;61;8
10744;9780375416200;Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3);Anne Rice;10;2000-11-07;4,23;35;3
10745;9788466606608;Merrick (Crónicas Vampíricas  #7);Anne Rice;414;2002-11-01;3,73;99;9
10746;9780375401602;Vittorio the Vampire (New Tales of the Vampires  #2);Anne Rice;292;1999-03-08;3,52;685;36
10747;9780099269472;The Feast Of All Saints;Anne Rice;640;1997-12-04;3,85;86;5
10748;9780836210361;The Unauthorized Anne Rice Companion;George Beahm;246;1996-05-01;3,68;97;0
10749;9780345396686;When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1);Sharon Kay Penman;784;1996-02-06;4,27;12022;648
10750;9780062515674;The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny;Robin S. Sharma;208;1999-04-21;3,83;71133;3741
10751;9780007179732;The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised);Robin S. Sharma;241;2015-12-31;3,83;781;93
10752;9780765305244;Phantom (Sword of Truth  #10);Terry Goodkind;587;2006-07-18;3,99;38420;452
10753;9780812575606;The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3);Terry Goodkind;2480;1998-11-15;4,29;4196;81
10754;9780765346520;Wizard's First Rule (Sword of Truth  #1);Terry Goodkind;836;2003-04-14;4,13;204648;4986
10755;9780765344304;Naked Empire (Sword of Truth  #8);Terry Goodkind;736;2004-06-01;3,81;44561;556
10756;9780812575231;Legends 2 (Legends 1  Volume 2of3);Robert Silverberg;379;1999-11-01;3,88;623;20
10757;9780007145591;Naked Empire (Sword of Truth  #8);Terry Goodkind;685;2004-10-01;3,81;171;6
10758;9780976401117;The Wood Boy / The Burning Man;Raymond E. Feist;144;2005-12-21;3,63;363;13
10759;9780385236256;The King's Buccaneer (Krondor's Sons  #2);Raymond E. Feist;465;1992-10-18;4,02;131;6
10760;9780785127222;Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1);Raymond E. Feist;168;2007-05-30;4,45;19895;114
10761;9780385175807;Magician (The Riftwar Saga  #1-2);Raymond E. Feist;568;1982-01-01;4,32;73;7
10762;9780586071397;Faerie Tale;Raymond E. Feist;490;1989-11-15;3,88;7908;349
10763;9780451219244;Promise Me (Myron Bolitar  #8);Harlan Coben;504;2007-03-27;3,99;21149;1138
10764;9780752849188;The Final Detail (Myron Bolitar  #6);Harlan Coben;344;2005-05-01;4,02;157;16
10765;9780451215772;The Innocent;Harlan Coben;503;2006-04-25;3,96;21382;1229
10766;9780451210555;No Second Chance;Harlan Coben;452;2004-04-27;4,08;22104;1237
10767;9780752849195;Darkest Fear (Myron Bolitar  #7);Harlan Coben;354;2008-11-08;4,05;13462;583
10768;9780440236733;Gone for Good;Harlan Coben;432;2003-03-04;4,1;35722;1844
10769;9780440220459;Drop Shot (Myron Bolitar  #2);Harlan Coben;341;1996-02-05;3,94;20461;981
10770;9780440236702;Tell No One;Harlan Coben;370;2009-08-25;4,11;95220;4017
10771;9780140444575;The Aeneid: A New Prose Translation;Virgil;353;1991-08-06;3,84;105;10
10772;9780192839428;The Complete Odes and Epodes;Horace;200;2000-05-16;4,0;40;3
10773;9780735619654;Object Thinking;David      West;334;2019-07-23;3,99;155;21
10774;9780747251828;Left Foot Forward: A Year in the Life of a Journeyman Footballer;Garry Nelson;375;1996-05-01;3,97;92;4
10775;9780486442136;Apologia Pro Vita Sua (A Defense of One's Life);John Henry Newman;336;2005-06-17;4,12;894;52
10776;9781933372204;Margherita Dolce Vita;Stefano Benni;208;2006-11-01;3,71;1704;100
10777;760789719271;Living La Dolce Vita: Bring the Passion  Laughter  and Serenity of Italy Into Your Daily Life;Raeleen D'Agostino Mautner;272;2003-04-01;3,76;110;11
10778;9781573441964;The Letters of Vita Sackville-West and Virginia Woolf;Louise DeSalvo;480;2004-09-30;4,27;1133;37
10779;9780312425869;Vita;Melania G. Mazzucco;433;2006-09-19;3,77;592;48
10780;9780310254874;The Church in Emerging Culture: Five Perspectives;Leonard Sweet;272;2003-10-19;3,36;190;6
